傲岸不群	aabq
如此甚好	rcsh
如此说来	rcsl
日长似岁	rcss
如痴似醉	rcsz
忍耻偷生	rcts
如此甚好	rcuh
如此说来	rcul
如此这般	rcvb
如此之多	rcvd
冗词赘句	rcvj
乳臭未除	rcwc
人畜无害	rcwh
锐挫望绝	rcwj
人稠物穰	rcwr
肉颤心惊	rcxj
人潮汹涌	rcxy
如此下作	rcxz
如出一口	rcyk
日程月课	rcyk
如此一来	rcyl
日长一线	rcyx
日常用语	rcyy
如出一辙	rcyz
如此这般	rczb
如此之多	rczd
认仇作父	rczf
惹草沾花	rczh
冗词赘句	rczj
人存政举	rczj
如操左券	rczq
如持左券	rczq
任达不拘	rdbj
如登春台	rdct
人大代表	rddb
人多地少	rdds
然荻读书	rdds
人多地少	rddu
任督二脉	rdem
肉毒杆菌	rdgj
人多口杂	rdkz
人多阙少	rdqs
人淡如菊	rdrj
任打任骂	rdrm
人单势孤	rdsg
如蹈水火	rdsh
人地生疏	rdss
人定胜天	rdst
人多势众	rdsz
人多手杂	rdsz
如蹈汤火	rdth
人定胜天	rdut
人地生疏	rduu
人多势众	rduv
人道主义	rdvy
入地无门	rdwm
日短心长	rdxc
人丁兴旺	rdxw
热岛效应	rdxy
如堕烟海	rdyh
热带雨林	rdyl
日锻月炼	rdyl
热得要死	rdys
如堕烟雾	rdyw
日东月西	rdyx
人多眼杂	rdyz
认敌作父	rdzf
人道主义	rdzy
人多嘴杂	rdzz
柔而不犯	rebf
稔恶不悛	rebq
稔恶藏奸	recj
人而无信	rewx
稔恶盈贯	reyg
人非草木	rfcm
如风过耳	rfge
人非木石	rfms
如法炮制	rfpv
如法炮制	rfpz
如法泡制	rfpz
如法砲制	rfpz
柔肤弱体	rfrt
人非圣贤	rfsx
人非土木	rftm
人非圣贤	rfux
人非物是	rfws
染风习俗	rfxs
日复一日	rfyr
人浮于事	rfys
人浮于食	rfys
人浮于事	rfyu
日旰不食	rgbs
入阁登坛	rgdt
荣归故里	rggl
容光焕发	rghf
茹古涵今	rghj
人工呼吸	rghx
人工降雨	rgjy
荣古陋今	rglj
人过留名	rglm
人高马大	rgmd
若干年后	rgnh
荣古虐今	rgnj
人工授精	rgsj
如隔三秋	rgsq
辱国丧师	rgss
人鬼殊途	rgst
日高三丈	rgsz
辱国殄民	rgtm
忍垢偷生	rgts
人工授精	rguj
人鬼殊途	rgut
人工智能	rgvn
日旰忘餐	rgwc
入国问俗	rgws
日旰忘食	rgws
入骨相思	rgxs
辱国殃民	rgym
人各有志	rgyv
人各有志	rgyz
衽革枕戈	rgzg
如鲠在喉	rgzh
镕古铸今	rgzj
熔古铸今	rgzj
人工智能	rgzn
热火朝天	rhct
染翰成章	rhcz
如虎得翼	rhdy
荣华富贵	rhfg
若合符节	rhfj
日和风暖	rhfn
入火赴汤	rhft
如虎傅翼	rhfy
融汇贯通	rhgt
融会贯通	rhgt
如火燎原	rhly
人欢马叫	rhmj
人荒马乱	rhml
人喊马嘶	rhms
如火如荼	rhrt
如花似朵	rhsd
如花似锦	rhsj
惹火烧身	rhss
入海算沙	rhss
如花似玉	rhsy
如虎生翼	rhsy
如花似月	rhsy
软红十丈	rhsz
融会通浃	rhtj
如虎添翼	rhty
软红香土	rhxt
如获至宝	rhzb
惹祸招愆	rhzq
惹祸招殃	rhzy
惹祸招灾	rhzz
如获至珍	rhzz
日出而作	riez
人潮人海	rirh
如痴如狂	rirk
如痴如醉	rirz
日常生活	riuh
人畜无害	riwh
人潮汹涌	rixy
如出一辙	riyv
日常用语	riyy
忍饥挨饿	rjae
如假包换	rjbh
忍俊不禁	rjbj
日计不足	rjbz
忍俊不住	rjbz
柔筋脆骨	rjcg
日进斗金	rjdj
人杰地灵	rjdl
如解倒悬	rjdx
人间地狱	rjdy
如见肺肝	rjfg
人间凡品	rjfp
乳间股脚	rjgj
人际关系	rjgx
人迹罕至	rjhv
人迹罕至	rjhz
攘肌及骨	rjjg
人极计生	rjjs
人急计生	rjjs
人尽皆知	rjjv
人际交往	rjjw
人尽皆知	rjjz
人给家足	rjjz
人尽可夫	rjkf
日角龙庭	rjlt
日角龙颜	rjly
人间美味	rjmw
日久年深	rjns
日久年深	rjnu
人尽其才	rjqc
日进千金	rjqj
如见其人	rjqr
人尽其用	rjqy
人见人爱	rjra
如饥如渴	rjrk
若即若离	rjrl
如胶如漆	rjrq
日久岁长	rjsc
忍饥受饿	rjse
如饥似渴	rjsk
日久生情	rjsq
如胶似漆	rjsq
日久岁深	rjss
日渐式微	rjsw
日久天长	rjtc
日久天长	rjti
如胶投漆	rjtq
人间天上	rjts
人间天堂	rjtt
日久生情	rjuq
日渐式微	rjuw
人间正道	rjvd
人间蒸发	rjvf
人急智生	rjvu
日进万金	rjwj
入境问禁	rjwj
入竟问禁	rjwj
人急偎亲	rjwq
入境问俗	rjws
入井望天	rjwt
人间烟火	rjyh
日就月将	rjyj
日积月聚	rjyj
日朘月减	rjyj
日积月累	rjyl
日渐月染	rjyr
人己一视	rjys
仁浆义粟	rjys
日久月深	rjys
人皆有之	rjyv
日朘月削	rjyx
日角偃月	rjyy
人皆有之	rjyz
日居月诸	rjyz
人间正道	rjzd
人间蒸发	rjzf
认鸡作凤	rjzf
镕今铸古	rjzg
熔今铸古	rjzg
人急智生	rjzs
日角珠庭	rjzt
如箭在弦	rjzx
染旧作新	rjzx
茹苦含辛	rkhx
入口即化	rkjh
人困马乏	rkmf
忍苦耐劳	rknl
如渴如饥	rkrj
让开让开	rkrk
人口众多	rkvd
人靠衣装	rkyv
人靠衣装	rkyz
人口众多	rkzd
热可炙手	rkzs
然糠照薪	rkzx
燃糠自照	rkzz
然糠自照	rkzz
如履薄冰	rlbb
人力成本	rlcb
人老成精	rlcj
人来车往	rlcw
如临大敌	rldd
日落而息	rlex
弱柳扶风	rlff
日丽风和	rlfh
日丽风清	rlfq
缛礼烦仪	rlfy
如来佛祖	rlfz
如雷贯耳	rlge
如雷灌耳	rlge
热烈欢迎	rlhy
人力成本	rlib
人老成精	rlij
人来车往	rliw
绕了几圈	rljq
人来客去	rlkq
人来客往	rlkw
如狼牧羊	rlmy
染蓝涅皂	rlnz
如履平地	rlpd
如临其境	rlqj
入理切情	rlqq
日落千丈	rlqz
如狼如虎	rlrh
若离若即	rlrj
如履如临	rlrl
绕来绕去	rlrq
人流如织	rlrv
人来人往	rlrw
任劳任怨	rlry
人流如织	rlrz
如临深谷	rlsg
如狼似虎	rlsh
如龙似虎	rlsh
绕梁三日	rlsr
热力四射	rlss
扰乱视听	rlst
热力四射	rlsu
如临深渊	rlsy
若卵投石	rlts
扰乱视听	rlut
如临深渊	rluy
人老珠黄	rlvh
日理万机	rlwj
人力物力	rlwl
人类文明	rlwm
人离乡贱	rlxj
仍陋袭简	rlxj
日落西山	rlxs
日落西山	rlxu
攘来熙往	rlxw
让礼一寸	rlyc
日累月积	rlyj
热泪盈眶	rlyk
绕了一圈	rlyq
日陵月替	rlyt
日来月往	rlyw
人老珠黄	rlzh
人力资源	rlzy
绕梁之音	rlzy
仁民爱物	rmaw
辱门败户	rmbh
如芒刺背	rmcb
如沐春风	rmcf
人民城郭	rmcg
戎马仓皇	rmch
如梦初觉	rmcj
如梦初醒	rmcx
如蒙大赦	rmds
如蒙大赦	rmdu
人民大学	rmdx
日暮道远	rmdy
如梦方醒	rmfx
人命关天	rmgt
人脉关系	rmgx
人面狗心	rmgx
人模狗样	rmgy
如沐春风	rmif
如梦初醒	rmix
戎马劻勷	rmkr
戎马倥偬	rmkz
戎马倥傯	rmkz
日暮路远	rmly
人民群众	rmqv
人民群众	rmqz
若明若暗	rmra
如梦如幻	rmrh
若明若昧	rmrm
人模人样	rmry
如梦如醉	rmrz
入木三分	rmsf
如梦似幻	rmsh
戎马生郊	rmsj
人面兽心	rmsx
戎马生涯	rmsy
人面桃花	rmth
日暮途穷	rmtq
日暮途远	rmty
日莫途远	rmty
人面兽心	rmux
戎马生涯	rmuy
入幕之宾	rmvb
人民政府	rmvf
燃眉之急	rmvj
人满为患	rmwh
入门问讳	rmwh
人命危浅	rmwq
人莫予毒	rmyd
人民银行	rmyh
攘袂引领	rmyl
软磨硬泡	rmyp
戎马一生	rmys
戎马一生	rmyu
茹毛饮血	rmyx
日迈月征	rmyz
如芒在背	rmzb
入幕之宾	rmzb
人民政府	rmzf
燃眉之急	rmzj
忍耐不住	rnbv
忍耐不住	rnbz
汝南晨鸡	rncj
日暖风和	rnfh
日暖风恬	rnft
如牛负重	rnfz
柔懦寡断	rngd
柔能克刚	rnkg
热闹热闹	rnrn
如鸟兽散	rnss
如你所愿	rnsy
如鸟兽散	rnus
阮囊羞涩	rnxs
柔能制刚	rnzg
认奴作郞	rnzl
认奴作郎	rnzl
人品低下	rpdx
若烹小鲜	rpxx
人贫智短	rpzd
如弃敝屣	rqbx
如泣草芥	rqcj
柔情绰态	rqct
攘权夺利	rqdl
如期而至	rqev
如期而至	rqez
如丘而止	rqez
如蛆附骨	rqfg
燃萁煎豆	rqjd
人琴俱逝	rqjs
人琴俱亡	rqjw
软裘快马	rqkm
人情练达	rqld
人去楼空	rqlk
人情冷暖	rqln
人琴两亡	rqlw
柔情媚态	rqmt
人强马壮	rqmv
柔情蜜意	rqmy
柔情密意	rqmy
人强马壮	rqmz
如切如磋	rqrc
人前人后	rqrh
入情入理	rqrl
如泣如诉	rqrs
人千人万	rqrw
人情世故	rqsg
柔情似水	rqss
人强胜天	rqst
人情世态	rqst
柔情似水	rqsu
如期实现	rqsx
忍气吞声	rqts
热气腾腾	rqtt
忍气吞声	rqtu
人情世故	rqug
如期实现	rqux
人穷志短	rqvd
如期完成	rqwc
如期完成	rqwi
融洽无间	rqwj
人弃我取	rqwq
人取我与	rqwy
柔情侠骨	rqxg
认清现实	rqxs
日乾夕惕	rqxt
认清现实	rqxu
人情汹汹	rqxx
人情恟恟	rqxx
日清月结	rqyj
热情洋溢	rqyy
人情之常	rqzc
人穷志短	rqzd
人穷智短	rqzd
燃萁煮豆	rqzd
任其自流	rqzl
燃萁之敏	rqzm
任其自然	rqzr
任人摆布	rrbb
荣辱不惊	rrbj
如若不然	rrbr
日入而息	rrex
如日方升	rrfs
如日方升	rrfu
忍辱负重	rrfv
人若犯我	rrfw
忍辱负重	rrfz
如日方中	rrfz
仁柔寡断	rrgd
柔茹寡断	rrgd
柔茹刚吐	rrgt
人人喊打	rrhd
忍辱含垢	rrhg
热热乎乎	rrhh
忍辱含羞	rrhx
人人皆知	rrjv
人人皆知	rrjz
仁人君子	rrjz
软弱可欺	rrkq
穰穰满家	rrmj
热热闹闹	rrnn
人人平等	rrpd
人如其名	rrqm
忍辱求全	rrqq
弱肉强食	rrqs
弱肉强食	rrqu
冉冉升起	rrsq
茹柔吐刚	rrtg
忍辱偷生	rrts
忍辱偷生	rrtu
冉冉升起	rruq
容人之量	rrvl
如日中天	rrvt
仁人志士	rrvu
认认真真	rrvv
柔若无骨	rrwg
软弱无力	rrwl
软弱无能	rrwn
任人唯亲	rrwq
任人唯贤	rrwx
惹人喜爱	rrxa
让人笑话	rrxh
攘攘熙熙	rrxx
荣辱与共	rryg
日濡月染	rryr
如人饮水	rrys
仁人义士	rrys
日日夜夜	rryy
人人有责	rryz
任人宰割	rrzg
容人之量	rrzl
攘人之美	rrzm
仁人志士	rrzs
如日中天	rrzt
人人自危	rrzw
认认真真	rrzz
人涉卬否	rsaf
人身安全	rsaq
辱身败名	rsbm
人事不省	rsbx
人事不醒	rsbx
人事不知	rsbz
入圣超凡	rscf
入室操戈	rscg
人生朝露	rscl
人世沧桑	rscs
入死出生	rscs
人声鼎沸	rsdf
如拾地芥	rsdj
肉食动物	rsdw
人事代谢	rsdx
如水赴壑	rsfh
妊娠反应	rsfy
人神共愤	rsgf
人身攻击	rsgj
人神共嫉	rsgj
融释贯通	rsgt
人所共知	rsgv
人所共知	rsgz
人生几何	rsjh
肉山酒海	rsjh
人生经历	rsjl
刃树剑山	rsjs
如数家珍	rsjz
如丧考妣	rskb
若丧考妣	rskb
人生苦短	rskd
染神刻骨	rskg
人死留名	rslm
染神乱志	rslz
人生目标	rsmb
人寿年丰	rsnf
肉山脯林	rspl
弱势群体	rsqt
人山人海	rsrh
人生如寄	rsrj
人生若寄	rsrj
人生如梦	rsrm
人生如棋	rsrq
乳声乳气	rsrq
认识认识	rsrs
润色润色	rsrs
如手如足	rsrz
让三让再	rsrz
惹是生非	rssf
惹事生非	rssf
日上三竿	rssg
弱水三千	rssq
如上所述	rsss
入室升堂	rsst
入室昇堂	rsst
饶舌调唇	rstc
人神同嫉	rstj
如水投石	rsts
如石投水	rsts
日诵五车	rswc
人谁无过	rswg
日食万钱	rswq
如是我闻	rsww
日试万言	rswy
柔声下气	rsxq
柔声细语	rsxy
若涉渊冰	rsyb
人手一册	rsyc
日升月恒	rsyh
日晒雨淋	rsyl
如山压卵	rsyl
日思夜念	rsyn
日甚一日	rsyr
日慎一日	rsyr
若涉渊水	rsys
日思夜想	rsyx
人是衣妆	rsyz
肉食者鄙	rszb
染丝之变	rszb
容身之地	rszd
如释重负	rszf
惹事招非	rszf
惹是招非	rszf
若释重负	rszf
弱水之隔	rszg
人生在世	rszs
人身自由	rszy
人头攒动	rtcd
人头畜鸣	rtcm
人同此心	rtcx
软体动物	rtdw
忍痛割爱	rtga
人体工程	rtgc
人体工程	rtgi
容头过身	rtgs
如汤灌雪	rtgx
如汤浇雪	rtjx
软谈丽语	rtly
肉袒面缚	rtmf
如汤泼雪	rtpx
肉袒牵羊	rtqy
肉跳神惊	rtsj
如图所示	rtss
如图所示	rtsu
入土为安	rtwa
如汤沃雪	rtwx
肉跳心惊	rtxj
仁同一视	rtys
入铁主簿	rtzb
如天之福	rtzf
人身安全	ruaq
入室操戈	rucg
人声鼎沸	rudf
肉食动物	rudw
妊娠反应	rufy
人神共愤	rugf
人身攻击	rugj
人生几何	rujh
人生经历	rujl
如数家珍	rujv
人生苦短	rukd
人生目标	rumb
人寿年丰	runf
弱势群体	ruqt
人山人海	rurh
人生如梦	rurm
人生如棋	rurq
认识认识	ruru
日上三竿	rusg
弱水三千	rusq
如上所述	rusu
惹是生非	ruuf
肉食者鄙	ruvb
容身之地	ruvd
如释重负	ruvf
人谁无过	ruwg
柔声细语	ruxy
日升月恒	ruyh
日晒雨淋	ruyl
人是衣妆	ruyv
人生在世	ruzu
人身自由	ruzy
仁者爱人	rvar
任重才轻	rvcq
柔中带刚	rvdg
任重道远	rvdy
人之常情	rviq
仁者见仁	rvjr
人之将死	rvjs
人中龙凤	rvlf
热胀冷缩	rvls
仁者乐山	rvlu
如之奈何	rvnh
如琢如磨	rvrm
人中之龙	rvvl
仁者无敌	rvwd
日臻完美	rvwm
日臻完善	rvwu
仁至义尽	rvyj
攘外安内	rwan
人亡邦瘁	rwbc
人为财死	rwcs
入文出武	rwcw
人文地理	rwdl
人为刀俎	rwdz
人文关怀	rwgh
入吾彀中	rwgz
人文荟萃	rwhc
人亡家破	rwjp
忍无可忍	rwkr
人微权轻	rwqq
若无其事	rwqs
如闻其声	rwqs
如无其事	rwqs
若无其事	rwqu
人五人六	rwrl
润屋润身	rwrs
人我是非	rwsf
人亡政息	rwvx
人文主义	rwvy
人微望轻	rwwq
人无完人	rwwr
人无我有	rwwy
人亡物在	rwwz
日无暇晷	rwxg
攘往熙来	rwxl
人微言贱	rwyj
人无远虑	rwyl
日往月来	rwyl
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
人亡政息	rwzx
人文主义	rwzy
人心不古	rxbg
入孝出弟	rxct
入孝出悌	rxct
人心大快	rxdk
日许多时	rxds
人心浮动	rxfd
热血沸腾	rxft
人小鬼大	rxgd
人心归向	rxgx
人行横道	rxhd
人心惶惶	rxhh
人心皇皇	rxhh
忍心害理	rxhl
人心涣散	rxhs
热心快肠	rxkc
热心苦口	rxkk
荣谐伉俪	rxkl
人心莫测	rxmc
人心难测	rxnc
热血男儿	rxne
衽扱囊括	rxnk
人心叵测	rxpc
日行千里	rxql
如埙如箎	rxrc
如埙如篪	rxrc
如兄如弟	rxrd
柔心弱骨	rxrg
人心如面	rxrm
仁心仁术	rxrs
仁心仁术	rxru
仁心仁闻	rxrw
人心思变	rxsb
人心思定	rxsd
人心所归	rxsg
人心丧尽	rxsj
日许时间	rxsj
任贤使能	rxsn
入乡随俗	rxss
人心所向	rxsx
任贤使能	rxun
容膝之地	rxvd
荣幸之至	rxvv
乳臭未干	rxwg
日下无双	rxws
入乡问俗	rxws
任性妄为	rxww
人心惟危	rxww
软香温玉	rxwy
人心向背	rxxb
人心险恶	rxxe
人心向善	rxxs
人心向善	rxxu
日削月割	rxyg
日削月朘	rxyj
日省月课	rxyk
日省月试	rxys
日销月铄	rxys
日新月盛	rxys
日省月修	rxyx
日新月异	rxyy
日新月著	rxyz
容膝之安	rxza
染须种齿	rxzc
容膝之地	rxzd
荣幸之至	rxzz
日月不居	rybj
日月重光	rycg
荣誉称号	rych
日夜操劳	rycl
人烟稠密	rycm
日月蹉跎	ryct
仁义道德	rydd
绕一大圈	rydq
如鱼得水	ryds
如鱼得水	rydu
如约而至	ryev
如约而至	ryez
肉眼凡夫	ryff
儒雅风流	ryfl
饶有风趣	ryfq
如蚁附膻	ryfs
肉眼凡胎	ryft
日月光华	rygh
融液贯通	rygt
日月合壁	ryhb
日月合璧	ryhb
柔远怀迩	ryhe
忍尤含垢	ryhg
人约黄昏	ryhh
人欲横流	ryhl
柔远怀来	ryhl
肉眼惠眉	ryhm
人烟浩穰	ryhr
荣誉称号	ryih
人一己百	ryjb
日夜兼程	ryjc
日夜兼程	ryji
人言藉藉	ryjj
人言籍籍	ryjj
让逸竞劳	ryjl
锐意进取	ryjq
软硬兼施	ryjs
日月交食	ryjs
日月经天	ryjt
软硬兼施	ryju
如意吉祥	ryjx
日以继夜	ryjy
仁义君子	ryjz
肉眼可见	rykj
人言可畏	rykw
仁言利博	rylb
刃迎缕解	rylj
仁言利溥	rylp
如有雷同	rylt
日月丽天	rylt
人仰马翻	rymf
人语马嘶	ryms
如蚁慕膻	ryms
认影迷头	rymt
柔远能迩	ryne
日月其除	ryqc
人以群分	ryqf
日月齐光	ryqg
日月入怀	ryrh
任怨任劳	ryrl
日月如流	ryrl
日月如梭	ryrs
若有若无	ryrw
若隐若现	ryrx
若隐若显	ryrx
日月参辰	rysc
日已三竿	rysg
柔远绥怀	rysh
人有三急	rysj
人怨神怒	rysn
如意算盘	rysp
若有所失	ryss
若有所思	ryss
如有所失	ryss
如鱼似水	ryss
若有所丧	ryss
人妖殊途	ryst
若有所失	rysu
若有所悟	rysw
若有所亡	rysw
如影随形	rysx
如应斯响	rysx
如有神助	rysz
日益突出	rytc
日月同辉	ryth
如饮醍醐	ryth
日益突出	ryti
人怨天怒	rytn
人妖殊途	ryut
如有神助	ryuv
如蝇逐臭	ryvi
仁义之师	ryvu
日以为常	rywc
日月无光	rywg
日饮亡何	rywh
日饮无何	rywh
日有万机	rywj
如烟往事	ryws
认影为头	rywt
如烟往事	rywu
软玉温香	rywx
软语温言	rywy
日月星辰	ryxc
日月星辰	ryxi
饶有兴趣	ryxq
人烟稀少	ryxs
人烟稀少	ryxu
饶有兴致	ryxv
饶有兴致	ryxz
如愿以偿	ryyc
日引月长	ryyc
如原以偿	ryyc
日异月更	ryyg
如愿以偿	ryyi
容颜易老	ryyl
熔于一炉	ryyl
日月逾迈	ryym
肉眼愚眉	ryym
日异月殊	ryys
日堙月塞	ryys
如鱼饮水	ryys
日益严重	ryyv
日异月新	ryyx
人云亦云	ryyy
日益严重	ryyz
日益月滋	ryyz
仁义之兵	ryzb
如蝇逐臭	ryzc
柔远镇迩	ryze
枘圆凿方	ryzf
仁义之师	ryzs
日益增长	ryzv
人言啧啧	ryzz
日益增长	ryzz
如运诸掌	ryzz
仁者爱人	rzar
日中必彗	rzbh
日昃不食	rzbs
枘凿冰炭	rzbt
日中必移	rzby
日中必湲	rzby
日中必昃	rzbz
日坐愁城	rzcc
如坐春风	rzcf
人走茶凉	rzcl
入主出奴	rzcn
人之常情	rzcq
任重才轻	rzcq
染指垂涎	rzcx
如醉初醒	rzcx
柔中带刚	rzdg
人走灯灭	rzdm
任重道远	rzdy
任重道悠	rzdy
日炙风吹	rzfc
日炙风筛	rzfs
如醉方醒	rzfx
枘凿方圆	rzfy
日昃旰食	rzgs
认祖归宗	rzgz
如锥画沙	rzhs
如坐春风	rzif
人走茶凉	rzil
人赃俱获	rzjh
人足家给	rzjj
仁者见仁	rzjr
人之将死	rzjs
日中将昃	rzjz
孺子可教	rzkj
人中龙凤	rzlf
人中龙虎	rzlh
热胀冷缩	rzls
仁者乐山	rzls
如振落叶	rzly
如之奈何	rznh
仁者能仁	rznr
柔枝嫩条	rznt
柔枝嫩叶	rzny
人中骐骥	rzqj
日转千阶	rzqj
日转千街	rzqj
如醉如痴	rzrc
如醉如痴	rzri
如醉如狂	rzrk
如琢如磨	rzrm
如醉如梦	rzrm
让再让三	rzrs
人众胜天	rzst
人中狮子	rzsz
让枣推梨	rztl
如坐针毡	rzvv
仁者无敌	rzwd
认贼为父	rzwf
日臻完美	rzwm
日臻完善	rzws
日中为市	rzws
日昃忘食	rzws
人自为战	rzwz
认贼为子	rzwz
人自为政	rzwz
染指于鼎	rzyd
仁至义尽	rzyj
日征月迈	rzym
如左右手	rzys
日增月盛	rzys
如坐云雾	rzyw
日滋月益	rzyy
日增月益	rzyy
荣宗耀祖	rzyz
认贼作父	rzzf
惹灾招祸	rzzh
人中之龙	rzzl
任重至远	rzzy
任重致远	rzzy
日中则移	rzzy
如坐针毡	rzzz
日中则昃	rzzz
认贼作子	rzzz
如指诸掌	rzzz
少安毋躁	sawz
上半部分	sbbf
誓不罢休	sbbx
实逼处此	sbcc
舌敝唇焦	sbcj
说不出口	sbck
说不出来	sbcl
恕不从命	sbcm
涉笔成趣	sbcq
思不出位	sbcw
食不重味	sbcw
圣彼得堡	sbdb
斯巴达克	sbdk
山崩地裂	sbdl
说白道绿	sbdl
随波荡漾	sbdy
舌敝耳聋	sbel
十步芳草	sbfc
生不逢辰	sbfc
恕不奉告	sbfg
上兵伐谋	sbfm
恕不奉陪	sbfp
生不逢时	sbfs
事倍功半	sbgb
事半功倍	sbgb
食不果腹	sbgf
死不改悔	sbgh
事不关己	sbgj
深闭固拒	sbgj
说不过去	sbgq
事必躬亲	sbgq
少不更事	sbgs
事不过三	sbgs
食不甘味	sbgw
善罢甘休	sbgx
善罢干休	sbgx
松柏后凋	sbhd
死不悔改	sbhg
睡不好觉	sbhj
思不出位	sbiw
深不见底	sbjd
三拜九叩	sbjk
疏不间亲	sbjq
少不经事	sbjs
十八九岁	sbjs
史不绝书	sbjs
驷不及舌	sbjs
十病九痛	sbjt
书不尽言	sbjy
深不可测	sbkc
势不可挡	sbkd
俗不可耐	sbkn
孰不可忍	sbkr
时不可失	sbks
俗不可医	sbky
傻不愣登	sbld
酸不溜丢	sbld
三班六房	sblf
数白论黄	sblh
傻不拉叽	sblj
酸不拉几	sblj
势不两立	sbll
誓不两立	sbll
神兵利器	sblq
稍不留神	sbls
盛必虑衰	sbls
食辨劳薪	sblx
树碑立传	sblz
说不明白	sbmb
身败名裂	sbml
死不瞑目	sbmm
士饱马腾	sbmt
随便你了	sbnl
四不拗六	sbnl
寿比南山	sbns
说不清楚	sbqc
舍本求末	sbqm
深表歉意	sbqy
溯本求源	sbqy
少不入川	sbrc
生不如死	sbrs
事不师古	sbsg
适不适合	sbsh
手不释卷	sbsj
说不上来	sbsl
士别三日	sbsr
数不胜数	sbss
随便说说	sbss
实报实销	sbsx
使臂使指	sbsz
手不停挥	sbth
深表同情	sbtq
睡不踏实	sbts
随便说说	sbuu
损兵折将	sbvj
随波逐流	sbvl
时不我待	sbwd
誓不为人	sbwr
时不我与	sbwy
岁不我与	sbwy
十步香草	sbxc
谁不喜欢	sbxh
实不相瞒	sbxm
素不相识	sbxs
素不相识	sbxu
死不旋踵	sbxv
食不下咽	sbxy
死不旋踵	sbxz
事不宜迟	sbyc
深表遗憾	sbyh
身不由己	sbyj
食不厌精	sbyj
色不异空	sbyk
宿弊一清	sbyq
虽败犹荣	sbyr
恕不远送	sbys
生搬硬套	sbyt
散兵游勇	sbyy
是不一样	sbyy
身不由主	sbyz
谁不知道	sbzd
损兵折将	sbzj
时不再来	sbzl
随波逐流	sbzl
失不再来	sbzl
舍本逐末	sbzm
松柏之寿	sbzs
上不着天	sbzt
食不知味	sbzw
死不足惜	sbzx
山崩钟应	sbzy
恃才傲物	scaw
石赤不夺	scbd
色彩缤纷	scbf
色彩斑斓	scbl
深藏不露	scbl
素车白马	scbm
伤春悲秋	scbq
生辰八字	scbz
四处奔走	scbz
三曹对案	scda
说长道短	scdd
深仇大恨	scdh
石沉大海	scdh
四川大学	scdx
恃宠而骄	scej
神采飞扬	scfy
诗肠鼓吹	scgc
搜肠刮肚	scgd
诗词歌赋	scgf
神出鬼没	scgm
神差鬼使	scgs
生存环境	schj
山川河流	schl
三寸金莲	scjl
三重简码	scjm
省吃俭用	scjy
时绌举赢	scjy
上层建筑	scjz
随处可见	sckj
虱处裈中	sckz
鼠窜狼奔	sclb
三差两错	sclc
三长两短	scld
三茶六饭	sclf
舌灿莲花	sclh
参辰卯酉	scmy
生存能力	scnl
思潮起伏	scqf
势成骑虎	scqh
胜残去杀	scqs
随才器使	scqs
生齿日繁	scrf
双重人格	scrg
受宠若惊	scrj
深藏若虚	scrx
少成若性	scrx
参辰日月	scry
三从四德	scsd
剩菜剩饭	scsf
山长水远	scsy
石城汤池	sctc
扫除天下	sctx
三寸之舌	scvu
师出无名	scwm
事出无奈	scwn
绳床瓦灶	scwz
上谄下渎	scxd
似曾相识	scxs
上蹿下跳	scxt
上窜下跳	scxt
似曾相识	scxu
生财有道	scyd
生存压力	scyl
三朝元老	scyl
师出有名	scym
受此影响	scyx
神采奕奕	scyy
事出有因	scyy
输财助边	sczb
生财之道	sczd
身残志坚	sczj
丝绸之路	sczl
三寸之舌	sczs
深仇重怨	sczy
疏财仗义	sczy
手到病除	sdbc
啥都不会	sdbh
色胆包天	sdbt
上帝保佑	sdby
虱多不痒	sdby
撒豆成兵	sdcb
时代潮流	sdcl
扫地出门	sdcm
山顶洞人	sddr
说东道西	sddx
善刀而藏	sdec
似懂非懂	sdfd
四大发明	sdfm
生栋覆屋	sdfw
是敌非友	sdfy
说得过去	sdgq
树大根深	sdgs
失道寡助	sdgz
撒豆成兵	sdib
扫地出门	sdim
生旦净丑	sdjc
四大皆空	sdjk
声东击西	sdjx
圣诞快乐	sdkl
山东快书	sdks
势单力薄	sdlb
势大力沉	sdlc
声动梁尘	sdlc
数短论长	sdlc
说短论长	sdlc
势单力孤	sdlg
三对六面	sdlm
圣诞老人	sdlr
事到临头	sdlt
死到临头	sdlt
十冬腊月	sdly
水底捞针	sdlz
圣多明各	sdmg
四大名著	sdmv
四大名著	sdmz
手到拈来	sdnl
水到渠成	sdqc
舍短取长	sdqc
首当其冲	sdqc
适得其反	sdqf
手到擒来	sdql
舐犊情深	sdqs
死得其所	sdqs
事到如今	sdrj
视丹如绿	sdrl
世道人心	sdrx
是对是错	sdsc
水滴石穿	sdsc
锁定胜局	sdsj
神道设教	sdsj
上当受骗	sdsp
算得上是	sdss
时断时续	sdsx
是敌是友	sdsy
上得厅堂	sdtt
