aabq	傲岸不群
qzbq	齐足并驱
qzbu	七嘴八舌|轻嘴薄舌|七足八手
qzbt	千姿百态
qzbx	七子八婿
qvbx	弃之敝屣
qzby	确凿不移
qvbz	七张八嘴
qzbv	七嘴八张
qzim	亲自出马
qvdc	气壮胆粗
qvdw	弃之度外
qzed	翘足而待
qzeg	谦尊而光
qzgv	签字盖章
qzgy	青藏高原
qvhu	气壮河山
qzhy	签字画押
qzjd	亲子鉴定
qvjl	七贞九烈
qzjr	强作解人
qvkd	企踵可待
qvln	去住两难
qvlv	气壮理直
qzmh	起早摸黑
qznf	千载难逢
qzny	千载难遇
qzpt	青紫被体
qzqq	七纵七禽|七纵七擒
qzqu	强自取折
qzqw	擒贼擒王
qzqy	千载奇遇
qzqv	强自取柱
qvrb	强枝弱本
qzsb	穷则思变
qvud	骑者善堕
qzth	起早贪黑
qvtl	麇至沓来
qvwd	千状万端
qvwj	且住为佳|千章万句
qzwu	请自隗始
qvwt	千状万态
qzwt	千姿万态
qzwy	确凿无疑
qzyd	千载一弹
qzyf	千载一逢
qzyh	千载一合|千载一会
qvyj	情至意尽
qzyl	翘足引领
qzyr	千载一日
qzyu	千载一时|千载一圣
qvyu	弃智遗身
qzyt	蜷作一团
qvyw	奇珍异玩
qvyy	琼枝玉叶
qzyy	千载一遇
qzvl	杞梓之林
qvzs	强直自遂
qvzy	曲终奏雅
rafb	热熬翻饼
ragn	若敖鬼馁
ravg	若敖之鬼
rbdg	肉包打狗
rbfi	入不敷出
rbfw	人不犯我
rbgb	肉薄骨并
rbgq	绕不过去
rbgz	日本鬼子
rbhj	人比花娇
rbhn	弱不好弄
rbjf	弱不禁风
rbjj	若崩厥角
rbkd	锐不可当
rblu	人不聊生
rbqm	弱本强末
rbqu	人百其身
rbrg	人不如故
rbrr	让不让人
rbru	认不认识
rbry	容不容易
rbuy	如不胜衣|弱不胜衣|若不胜衣
rbsy	日薄桑榆
rbuv	如臂使指
rbtx	蕤宾铁响
rbwj	人不为己
rbws	入邦问俗
rbwy	日不我与
rbxj	日不暇给
rbxr	人不像人
rbxu	日薄西山
rbyg	日不移晷
rbyh	攘臂一呼
rbyy	日薄虞渊|日不移影
rbza	人不自安
rcbi	人才辈出
ribj	柔肠百结
ribq	日出不穷
ribv	柔肠百转
ricd	柔肠寸断
rciv	人才出众|人材出众
ridb	如椽大笔
rcey	如此而已
riez	日出而作
rigd	热肠古道
rchc	人才荟萃
rihg	忍耻含垢
rihx	忍耻含羞
rcjj	人才济济
rckl	如此看来
rclk	人财两空
rclu	人财两失
rcnd	人才难得
rcnh	惹草拈花
rcqs	锐挫气索
rirh	人潮人海
rcrh	染苍染黄
rirk	如痴如狂
rirm	如痴如梦
rcrw	若存若亡
riry	汝成人耶
rirz	如痴如醉
risg	日出三竿
riuh	日常生活
rcuh	如此甚好
rcul	如此说来
riss	日长似岁
risz	如痴似醉
ritu	忍耻偷生
rcvb	如此这般
rcvd	如此之多
rcvj	冗词赘句|人存政举
riwi	乳臭未除
riwh	人畜无害
rcwj	锐挫望绝
riwr	人稠物穰
rixj	肉颤心惊
rixy	人潮汹涌
rcxz	如此下作
riyk	如出一口|日程月课
rcyl	如此一来
riyx	日长一线
riyy	日常用语
riyv	如出一辙
rizf	认仇作父
rcvh	惹草沾花
rczq	如操左券
rizq	如持左券
rdbj	任达不拘
rdit	如登春台
rddb	人大代表
rddu	人多地少|然荻读书
rdem	任督二脉
rdgj	肉毒杆菌
rdkz	人多口杂
rdqu	人多阙少
rdrj	人淡如菊
rdrm	任打任骂
rdug	人单势孤
rduh	如蹈水火
rduu	人地生疏
rdut	人定胜天
rduv	人多势众
rduz	人多手杂
rdth	如蹈汤火
rdvy	人道主义
rdwm	入地无门
rdxi	日短心长
rdxw	人丁兴旺
rdxy	热岛效应
rdyh	如堕烟海
rdyl	热带雨林|日锻月炼
rdys	热得要死
rdyw	如堕烟雾
rdyx	日东月西
rdyz	人多眼杂
rdzf	认敌作父
rdzz	人多嘴杂
rebf	柔而不犯
rebq	稔恶不悛
recj	稔恶藏奸
rewx	人而无信
reyg	稔恶盈贯
rfcm	人非草木
rfge	如风过耳
rfmu	人非木石
rfpv	如法炮制|如法泡制|如法砲制
rfrt	柔肤弱体
rfux	人非圣贤
rftm	人非土木
rfwu	人非物是
rfxs	染风习俗
rfyr	日复一日
rfyu	人浮于事|人浮于食
rgbu	日旰不食
rgdt	入阁登坛
rggl	荣归故里
rghf	容光焕发
rghj	茹古涵今
rghx	人工呼吸
rgjy	人工降雨
rglj	荣古陋今
rglm	人过留名
rgmd	人高马大
rgnh	若干年后
rgnj	荣古虐今
rguj	人工授精
rgsq	如隔三秋
rgsu	辱国丧师
rgut	人鬼殊途
rgsv	日高三丈
rgtm	辱国殄民
rgtu	忍垢偷生
rgvn	人工智能
rgwc	日旰忘餐
rgws	入国问俗
rgwu	日旰忘食
rgxs	入骨相思
rgym	辱国殃民
rgyv	人各有志
rgvg	衽革枕戈
rgzh	如鲠在喉
rgvj	镕古铸今|熔古铸今
rhit	热火朝天
rhiv	染翰成章
rhdy	如虎得翼
rhfg	荣华富贵
rhfj	若合符节
rhfn	日和风暖
rhft	入火赴汤
rhfy	如虎傅翼
rhgt	融汇贯通|融会贯通
rhly	如火燎原
rhmj	人欢马叫
rhml	人荒马乱
rhms	人喊马嘶
rhrt	如火如荼
rhsd	如花似朵
rhsj	如花似锦
rhuu	惹火烧身
rhsu	入海算沙
rhsy	如花似玉|如花似月
rhuy	如虎生翼
rhuv	软红十丈
rhtj	融会通浃
rhty	如虎添翼
rhxt	软红香土
rhvb	如获至宝
rhvq	惹祸招愆
rhvy	惹祸招殃
rhvz	惹祸招灾
rhvv	如获至珍
rjae	忍饥挨饿
rjbh	如假包换
rjbj	忍俊不禁
rjbz	日计不足
rjbv	忍俊不住
rjcg	柔筋脆骨
rjdj	日进斗金
rjdl	人杰地灵
rjdx	如解倒悬
rjdy	人间地狱
rjfg	如见肺肝
rjfp	人间凡品
rjgj	乳间股脚
rjgx	人际关系
rjhv	人迹罕至
rjjg	攘肌及骨
rjju	人极计生|人急计生
rjjv	人尽皆知
rjjw	人际交往
rjjz	人给家足
rjkf	人尽可夫
rjlt	日角龙庭
rjly	日角龙颜
rjmw	人间美味
rjnu	日久年深
rjqc	人尽其才
rjqj	日进千金
rjqr	如见其人
rjqy	人尽其用
rjra	人见人爱
rjrk	如饥如渴
rjrl	若即若离
rjrq	如胶如漆
rjsi	日久岁长
rjue	忍饥受饿
rjsk	如饥似渴
rjuq	日久生情
rjsq	如胶似漆
rjsu	日久岁深
rjuw	日渐式微
rjti	日久天长
rjtq	如胶投漆
rjtu	人间天上
rjtt	人间天堂
rjvd	人间正道
rjvf	人间蒸发
rjvu	人急智生
rjwj	日进万金|入境问禁|入竟问禁
rjwq	人急偎亲
rjws	入境问俗
rjwt	入井望天
rjyh	人间烟火
rjyj	日就月将|日积月聚|日朘月减
rjyl	日积月累
rjyr	日渐月染
rjyu	人己一视|日久月深
rjys	仁浆义粟
rjyv	人皆有之|日居月诸
rjyx	日朘月削
rjyy	日角偃月
rjzf	认鸡作凤
rjvg	镕今铸古|熔今铸古
rjvt	日角珠庭
rjzx	如箭在弦|染旧作新
rkhx	茹苦含辛
rkjh	入口即化
rkmf	人困马乏
rknl	忍苦耐劳
rkrj	如渴如饥
rkrk	让开让开
rkvd	人口众多
rkyv	人靠衣装
rkvu	热可炙手
rkvx	然糠照薪
rkzv	燃糠自照|然糠自照
rlbb	如履薄冰
rlib	人力成本
rlij	人老成精
rliw	人来车往
rldd	如临大敌
rlex	日落而息
rlff	弱柳扶风
rlfh	日丽风和
rlfq	日丽风清
rlfy	缛礼烦仪
rlfz	如来佛祖
rlge	如雷贯耳|如雷灌耳
rlhy	热烈欢迎
rljq	绕了几圈
rlkq	人来客去
rlkw	人来客往
rlmy	如狼牧羊
rlnz	染蓝涅皂
rlpd	如履平地
rlqj	如临其境
rlqq	入理切情
rlqv	日落千丈
rlrh	如狼如虎
rlrj	若离若即
rlrl	如履如临
rlrq	绕来绕去
rlrv	人流如织
rlrw	人来人往
rlry	任劳任怨
rlug	如临深谷
rlsh	如狼似虎|如龙似虎
rlsr	绕梁三日
rlsu	热力四射
rlut	扰乱视听
rluy	如临深渊
rltu	若卵投石
rlvh	人老珠黄
rlwj	日理万机
rlwl	人力物力
rlwm	人类文明
rlxj	人离乡贱|仍陋袭简
rlxu	日落西山
rlxw	攘来熙往
rlyc	让礼一寸
rlyj	日累月积
rlyk	热泪盈眶
rlyq	绕了一圈
rlyt	日陵月替
rlyw	日来月往
rlzy	人力资源
rlvy	绕梁之音
rmaw	仁民爱物
rmbh	辱门败户
rmcb	如芒刺背
rmif	如沐春风
rmig	人民城郭
rmch	戎马仓皇
rmij	如梦初觉
rmix	如梦初醒
rmdu	如蒙大赦
rmdx	人民大学
rmdy	日暮道远
rmfx	如梦方醒
rmgt	人命关天
rmgx	人脉关系|人面狗心
rmgy	人模狗样
rmkr	戎马劻勷
rmkz	戎马倥偬|戎马倥傯
rmly	日暮路远
rmqv	人民群众
rmra	若明若暗
rmrh	如梦如幻
rmrm	若明若昧
rmry	人模人样
rmrz	如梦如醉
rmsf	入木三分
rmsh	如梦似幻
rmuj	戎马生郊
rmux	人面兽心
rmuy	戎马生涯
rmth	人面桃花
rmtq	日暮途穷
rmty	日暮途远|日莫途远
rmvb	入幕之宾
rmvf	人民政府
rmvj	燃眉之急
rmwh	人满为患|入门问讳
rmwq	人命危浅
rmyd	人莫予毒
rmyh	人民银行
rmyl	攘袂引领
rmyp	软磨硬泡
rmyu	戎马一生
rmyx	茹毛饮血
rmyv	日迈月征
rmzb	如芒在背
rnbv	忍耐不住
rnij	汝南晨鸡
rnfh	日暖风和
rnft	日暖风恬
rnfv	如牛负重
rngd	柔懦寡断
rnkg	柔能克刚
rnrn	热闹热闹
rnus	如鸟兽散
rnsy	如你所愿
rnxs	阮囊羞涩
rnvg	柔能制刚
rnzl	认奴作郞|认奴作郎
rpdx	人品低下
rpxx	若烹小鲜
rpvd	人贫智短
rqbx	如弃敝屣
rqcj	如泣草芥
rqit	柔情绰态
rqdl	攘权夺利
rqev	如期而至|如丘而止
rqfg	如蛆附骨
rqjd	燃萁煎豆
rqju	人琴俱逝
rqjw	人琴俱亡
rqkm	软裘快马
rqld	人情练达
rqlk	人去楼空
rqln	人情冷暖
rqlw	人琴两亡
rqmt	柔情媚态
rqmv	人强马壮
rqmy	柔情蜜意|柔情密意
rqrc	如切如磋
rqrh	人前人后
rqrl	入情入理
rqrs	如泣如诉
rqrw	人千人万
rqug	人情世故
rqsu	柔情似水
rqut	人强胜天|人情世态
rqux	如期实现
rqtu	忍气吞声
rqtt	热气腾腾
rqvd	人穷志短|人穷智短|燃萁煮豆
rqwi	如期完成
rqwj	融洽无间
rqwq	人弃我取
rqwy	人取我与
rqxg	柔情侠骨
rqxu	认清现实
rqxt	日乾夕惕
rqxx	人情汹汹|人情恟恟
rqyj	日清月结
rqyy	热情洋溢
rqvi	人情之常
rqzl	任其自流
rqvm	燃萁之敏
rqzr	任其自然
rrbb	任人摆布
rrbj	荣辱不惊
rrbr	如若不然
rrex	日入而息
rrfu	如日方升
rrfv	忍辱负重|如日方中
rrfw	人若犯我
rrgd	仁柔寡断|柔茹寡断
rrgt	柔茹刚吐
rrhd	人人喊打
rrhg	忍辱含垢
rrhh	热热乎乎
rrhx	忍辱含羞
rrjv	人人皆知
rrjz	仁人君子
rrkq	软弱可欺
rrmj	穰穰满家
rrnn	热热闹闹
rrpd	人人平等
rrqm	人如其名
rrqq	忍辱求全
rrqu	弱肉强食
rruq	冉冉升起
rrtg	茹柔吐刚
rrtu	忍辱偷生
rrvl	容人之量
rrvt	如日中天
rrvu	仁人志士
rrvv	认认真真
rrwg	柔若无骨
rrwl	软弱无力
rrwn	软弱无能
rrwq	任人唯亲
rrwx	任人唯贤
rrxa	惹人喜爱
rrxh	让人笑话
rrxx	攘攘熙熙
rryg	荣辱与共
rryr	日濡月染
rryu	如人饮水|仁人义士
rryy	日日夜夜
rryz	人人有责
rrzg	任人宰割
rrvm	攘人之美
rrzw	人人自危
ruhf	人涉卬否
ruaq	人身安全
rubm	辱身败名
rubx	人事不省|人事不醒
rubv	人事不知
ruif	入圣超凡
rucg	入室操戈
ruil	人生朝露
rucs	人世沧桑
rsiu	入死出生
rudf	人声鼎沸
rudj	如拾地芥
rudw	肉食动物
rudx	人事代谢
rufh	如水赴壑
rufy	妊娠反应
rugf	人神共愤
rugj	人身攻击|人神共嫉
rugt	融释贯通
rsgv	人所共知
rujh	人生几何|肉山酒海
rujl	人生经历
ruju	刃树剑山
rujv	如数家珍
rskb	如丧考妣|若丧考妣
rukd	人生苦短
rukg	染神刻骨
rslm	人死留名
rulv	染神乱志
rumb	人生目标
runf	人寿年丰
rupl	肉山脯林
ruqt	弱势群体
rurh	人山人海
rurj	人生如寄|人生若寄
rurm	人生如梦
rurq	人生如棋|乳声乳气
ruru	认识认识
rsrs	润色润色
rurz	如手如足
rsrz	让三让再
ruuf	惹是生非|惹事生非
rusg	日上三竿
rusq	弱水三千
rusu	如上所述
ruut	入室升堂|入室昇堂
ruti	饶舌调唇
rutj	人神同嫉
rutu	如水投石|如石投水
rswi	日诵五车
ruwg	人谁无过
ruwq	日食万钱
ruww	如是我闻
ruwy	日试万言
ruxq	柔声下气
ruxy	柔声细语
ruyb	若涉渊冰
ruyc	人手一册
ruyh	日升月恒
ruyl	日晒雨淋|如山压卵
rsyn	日思夜念
ruyr	日甚一日|日慎一日
ruyu	若涉渊水
rsyx	日思夜想
ruyv	人是衣妆
ruvb	肉食者鄙
rsvb	染丝之变
ruvd	容身之地
ruvf	如释重负|惹事招非|惹是招非|若释重负
ruvg	弱水之隔
ruzu	人生在世
ruzy	人身自由
rtcd	人头攒动
rtim	人头畜鸣
rtcx	人同此心
rtdw	软体动物
rtga	忍痛割爱
rtgi	人体工程
rtgu	容头过身
rtgx	如汤灌雪
rtjx	如汤浇雪
rtly	软谈丽语
rtmf	肉袒面缚
rtpx	如汤泼雪
rtqy	肉袒牵羊
rtuj	肉跳神惊
rtsu	如图所示
rtwa	入土为安
rtwx	如汤沃雪
rtxj	肉跳心惊
rtyu	仁同一视
rtvb	入铁主簿
rtvf	如天之福
rvar	仁者爱人
rvcq	任重才轻
rvdg	柔中带刚
rvdy	任重道远|任重道悠
rviq	人之常情
rvjr	仁者见仁
rvjs	人之将死
rvlf	人中龙凤
rvls	热胀冷缩
rvlu	仁者乐山
rvnh	如之奈何
rvrm	如琢如磨
rvvl	人中之龙
rvwd	仁者无敌
rvwm	日臻完美
rvwu	日臻完善|日中为市
rvyj	仁至义尽
rwan	攘外安内
rwbc	人亡邦瘁
rwcs	人为财死
rwiw	入文出武
rwdl	人文地理
rwdz	人为刀俎
rwgh	人文关怀
rwgv	入吾彀中
rwhc	人文荟萃
rwjp	人亡家破
rwkr	忍无可忍
rwqq	人微权轻
rwqu	若无其事|如闻其声|如无其事
rwrl	人五人六
rwru	润屋润身
rwuf	人我是非
rwvx	人亡政息
rwvy	人文主义
rwwq	人微望轻
rwwr	人无完人
rwwy	人无我有
rwwz	人亡物在
rwxg	日无暇晷
rwxl	攘往熙来
rwyj	人微言贱
rwyl	人无远虑|日往月来
rwyq	人微言轻
rwyr	人外有人
rwyt	融为一体
rxbg	人心不古
rxit	入孝出弟|入孝出悌
rxdk	人心大快
rxdu	日许多时
rxfd	人心浮动
rxft	热血沸腾
rxgd	人小鬼大
rxgx	人心归向
rxhd	人行横道
rxhh	人心惶惶|人心皇皇
rxhl	忍心害理
rxhs	人心涣散
rxki	热心快肠
rxkk	热心苦口
rxkl	荣谐伉俪
rxmc	人心莫测
rxnc	人心难测
rxne	热血男儿
rxnk	衽扱囊括
rxpc	人心叵测
rxql	日行千里
rxri	如埙如箎|如埙如篪
rxrd	如兄如弟
rxrg	柔心弱骨
rxrm	人心如面
rxru	仁心仁术
rxrw	仁心仁闻
rxsb	人心思变
rxsd	人心思定
rxsg	人心所归
rxsj	人心丧尽
rxuj	日许时间
rxun	任贤使能
rxss	入乡随俗
rxsx	人心所向
rxvd	容膝之地
rxvv	荣幸之至
rxwg	乳臭未干
rxwu	日下无双
rxws	入乡问俗
rxww	任性妄为|人心惟危
rxwy	软香温玉
rxxb	人心向背
rxxe	人心险恶
rxxu	人心向善
rxyg	日削月割
rxyj	日削月朘
rxyk	日省月课
rxyu	日省月试|日销月铄|日新月盛
rxyx	日省月修
rxyy	日新月异
rxyv	日新月著
rxva	容膝之安
rxvi	染须种齿
rybj	日月不居
ryig	日月重光
ryih	荣誉称号
rycl	日夜操劳
ryim	人烟稠密
ryct	日月蹉跎
rydd	仁义道德
rydq	绕一大圈
rydu	如鱼得水
ryev	如约而至
ryff	肉眼凡夫
ryfl	儒雅风流
ryfq	饶有风趣
ryfu	如蚁附膻
ryft	肉眼凡胎
rygh	日月光华
rygt	融液贯通
ryhb	日月合壁|日月合璧
ryhe	柔远怀迩
ryhg	忍尤含垢
ryhh	人约黄昏
ryhl	人欲横流|柔远怀来
ryhm	肉眼惠眉
ryhr	人烟浩穰
ryjb	人一己百
ryji	日夜兼程
ryjj	人言藉藉|人言籍籍
ryjl	让逸竞劳
ryjq	锐意进取
ryju	软硬兼施|日月交食
ryjt	日月经天
ryjx	如意吉祥
ryjy	日以继夜
ryjz	仁义君子
rykj	肉眼可见
rykw	人言可畏
rylb	仁言利博
rylj	刃迎缕解
rylp	仁言利溥
rylt	如有雷同|日月丽天
rymf	人仰马翻
ryms	人语马嘶
rymu	如蚁慕膻
rymt	认影迷头
ryne	柔远能迩
ryqi	日月其除
ryqf	人以群分
ryqg	日月齐光
ryrh	日月入怀
ryrl	任怨任劳|日月如流
ryrs	日月如梭
ryrw	若有若无
ryrx	若隐若现|若隐若显
ryui	日月参辰
rysg	日已三竿
rysh	柔远绥怀
rysj	人有三急
ryun	人怨神怒
rysp	如意算盘
rysu	若有所失|如有所失|如鱼似水
ryss	若有所思|若有所丧
ryut	人妖殊途
rysw	若有所悟|若有所亡
rysx	如影随形|如应斯响
ryuv	如有神助
ryti	日益突出
ryth	日月同辉|如饮醍醐
rytn	人怨天怒
ryvi	如蝇逐臭
ryvu	仁义之师
rywi	日以为常
rywg	日月无光
rywh	日饮亡何|日饮无何
rywj	日有万机
rywu	如烟往事
rywt	认影为头
rywx	软玉温香
rywy	软语温言
ryxi	日月星辰
ryxq	饶有兴趣
ryxu	人烟稀少
ryxv	饶有兴致
ryyi	如愿以偿|日引月长|如原以偿
ryyg	日异月更
ryyl	容颜易老|熔于一炉
ryym	日月逾迈|肉眼愚眉
ryyu	日异月殊|如鱼饮水
ryys	日堙月塞
ryyv	日益严重
ryyx	日异月新
ryyy	人云亦云
ryyz	日益月滋
ryvb	仁义之兵
ryve	柔远镇迩
ryzf	枘圆凿方
ryzv	日益增长
ryzz	人言啧啧
ryvv	如运诸掌
rvbh	日中必彗
rzbu	日昃不食
rzbt	枘凿冰炭
rvby	日中必移|日中必湲
rvbz	日中必昃
rzii	日坐愁城
rzif	如坐春风
rzil	人走茶凉
rvin	入主出奴
rvix	染指垂涎
rzix	如醉初醒
rzdm	人走灯灭
rvfi	日炙风吹
rvfu	日炙风筛
rzfx	如醉方醒
rzfy	枘凿方圆
rzgu	日昃旰食
rzgz	认祖归宗
rvhu	如锥画沙
rzjh	人赃俱获
rzjj	人足家给
rvjz	日中将昃
rzkj	孺子可教
rvlh	人中龙虎
rvly	如振落叶
rvnr	仁者能仁
rvnt	柔枝嫩条
rvny	柔枝嫩叶
rvqj	人中骐骥|日转千阶|日转千街
rzri	如醉如痴
rzrk	如醉如狂
rzrm	如醉如梦
rzrs	让再让三
rvut	人众胜天
rvuz	人中狮子
rztl	让枣推梨
rzvv	如坐针毡
rzwf	认贼为父
rzwu	日昃忘食
rzwv	人自为战|人自为政
rzwz	认贼为子
rvyd	染指于鼎
rvym	日征月迈
rzyu	如左右手|日增月盛
rzyw	如坐云雾
rzyy	日滋月益|日增月益
rzyz	荣宗耀祖
rzzf	认贼作父
rzvh	惹灾招祸
rvvy	任重至远|任重致远
rvzy	日中则移
rvzz	日中则昃
rzzz	认贼作子
rvvv	如指诸掌
uawz	少安毋躁
ubbf	上半部分
ubbx	誓不罢休
ubic	实逼处此
ubij	舌敝唇焦
ubik	说不出口
ubil	说不出来
ubcm	恕不从命
ubiq	涉笔成趣
sbiw	思不出位
ubiw	食不重味
ubdb	圣彼得堡
sbdk	斯巴达克
ubdl	山崩地裂|说白道绿
sbdy	随波荡漾
ubel	舌敝耳聋
ubfc	十步芳草
ubfi	生不逢辰
ubfg	恕不奉告
ubfm	上兵伐谋
ubfp	恕不奉陪
ubfu	生不逢时
ubgb	事倍功半|事半功倍
ubgf	食不果腹
sbgh	死不改悔
ubgj	事不关己|深闭固拒
ubgq	说不过去|事必躬亲
ubgu	少不更事
ubgs	事不过三
ubgw	食不甘味
ubgx	善罢甘休|善罢干休
sbhd	松柏后凋
sbhg	死不悔改
ubhj	睡不好觉
ubjd	深不见底
sbjk	三拜九叩
ubjq	疏不间亲
ubju	少不经事|史不绝书
ubjs	十八九岁
sbju	驷不及舌
ubjt	十病九痛
ubjy	书不尽言
ubkc	深不可测
ubkd	势不可挡
sbkn	俗不可耐
ubkr	孰不可忍
ubku	时不可失
sbky	俗不可医
ubld	傻不愣登
sbld	酸不溜丢
sblf	三班六房
ublh	数白论黄
ublj	傻不拉叽
sblj	酸不拉几
ubll	势不两立|誓不两立
ublq	神兵利器
ublu	稍不留神|盛必虑衰
ublx	食辨劳薪
ublv	树碑立传
ubmb	说不明白
ubml	身败名裂
sbmm	死不瞑目
ubmt	士饱马腾
sbnl	随便你了|四不拗六
ubnu	寿比南山
ubqi	说不清楚
ubqm	舍本求末
ubqy	深表歉意
sbqy	溯本求源
ubri	少不入川
ubrs	生不如死
ubug	事不师古
ubuh	适不适合
ubuj	手不释卷
ubul	说不上来
ubsr	士别三日
ubuu	数不胜数
sbuu	随便说说
ubux	实报实销
ubuv	使臂使指
ubth	手不停挥
ubtq	深表同情
ubtu	睡不踏实
sbvj	损兵折将
sbvl	随波逐流
ubwd	时不我待
ubwr	誓不为人
ubwy	时不我与
sbwy	岁不我与
ubxc	十步香草
ubxh	谁不喜欢
ubxm	实不相瞒
sbxu	素不相识
sbxv	死不旋踵
ubxy	食不下咽
ubyi	事不宜迟
ubyh	深表遗憾
ubyj	身不由己|食不厌精
sbyk	色不异空
sbyq	宿弊一清
sbyr	虽败犹荣
ubys	恕不远送
ubyt	生搬硬套
sbyy	散兵游勇
ubyy	是不一样
ubyv	身不由主
ubvd	谁不知道
ubzl	时不再来|失不再来
ubvm	舍本逐末
sbvu	松柏之寿
ubvt	上不着天
ubvw	食不知味
sbzx	死不足惜
ubvy	山崩钟应
ucaw	恃才傲物
uibd	石赤不夺
scbf	色彩缤纷
scbl	色彩斑斓
ucbl	深藏不露
sibm	素车白马
uibq	伤春悲秋
uibz	生辰八字
sibz	四处奔走
scda	三曹对案
uidd	说长道短
uidh	深仇大恨|石沉大海
sidx	四川大学
uiej	恃宠而骄
ucfy	神采飞扬
uigi	诗肠鼓吹
sigd	搜肠刮肚
ucgf	诗词歌赋
uigm	神出鬼没
uigu	神差鬼使
uchj	生存环境
uihl	山川河流
scjl	三寸金莲
sijm	三重简码
uijy	省吃俭用|时绌举赢
ucjv	上层建筑
sikj	随处可见
uikv	虱处裈中
uclb	鼠窜狼奔
silc	三差两错
sild	三长两短
silf	三茶六饭
uclh	舌灿莲花
uimy	参辰卯酉
ucnl	生存能力
siqf	思潮起伏
uiqh	势成骑虎
ucqu	胜残去杀
scqu	随才器使
uirf	生齿日繁
uirg	双重人格
uirj	受宠若惊
ucrx	深藏若虚
uirx	少成若性
uiry	参辰日月
scsd	三从四德
ucuf	剩菜剩饭
uiuy	山长水远
uiti	石城汤池
sitx	扫除天下
scvu	三寸之舌
uiwm	师出无名
uiwn	事出无奈
uiwz	绳床瓦灶
uixd	上谄下渎
scxu	似曾相识
ucxt	上蹿下跳|上窜下跳
ucyd	生财有道
ucyl	生存压力
siyl	三朝元老
uiym	师出有名
ucyx	受此影响
ucyy	神采奕奕
uiyy	事出有因
ucvb	输财助边
ucvd	生财之道
ucvj	身残志坚
sivl	丝绸之路
uivy	深仇重怨
ucvy	疏财仗义
udbi	手到病除
udbh	啥都不会
sdbt	色胆包天
udby	上帝保佑|虱多不痒
sdib	撒豆成兵
udil	时代潮流
sdim	扫地出门
uddr	山顶洞人
uddx	说东道西
udec	善刀而藏
sdfd	似懂非懂
sdfm	四大发明
udfw	生栋覆屋
udfy	是敌非友
udgq	说得过去
udgu	树大根深
udgv	失道寡助
udji	生旦净丑
sdjk	四大皆空
udjx	声东击西
udkl	圣诞快乐
udku	山东快书
udlb	势单力薄
udli	势大力沉|声动梁尘|数短论长|说短论长
udlg	势单力孤
sdlm	三对六面
udlr	圣诞老人
udlt	事到临头
sdlt	死到临头
udly	十冬腊月
udlv	水底捞针
udmg	圣多明各
sdmv	四大名著
udnl	手到拈来
udqi	水到渠成|舍短取长|首当其冲
udqf	适得其反
udql	手到擒来
udqu	舐犊情深
sdqs	死得其所
udrj	事到如今
udrl	视丹如绿
udrx	世道人心
uduc	是对是错
udui	水滴石穿
sduj	锁定胜局
uduj	神道设教
udup	上当受骗
sduu	算得上是
udux	时断时续
uduy	是敌是友
udtt	上得厅堂
sdvu	僧多粥少
udwp	硕大无朋
udwz	数典忘祖|树德务滋
udxi	世代相传
sdxh	丧胆销魂
udxm	升斗小民
udxx	生动形象
sdyi	搔到痒处
udyd	舌端月旦
udyg	圣地亚哥
sdyg	三迭阳关
sdyj	思断义绝|扫地以尽
udyr	示敌以弱
udys	傻得要死
udyv	衰当益壮
udzd	说到做到
udvf	树大招风
udvg	杀敌致果
udzy	师道尊严
uebh	食而不化
uebj	视而不见
sebj	死而不僵
uebl	疏而不漏
uebu	十恶不赦
seby	色而不淫
ueby	少儿不宜
uebz	述而不作
uecg	率尔操觚
ueil	十二重楼
uefd	失而复得
uefm	善恶分明
sefu	死而复生
sefy	丝恩发怨
uegy	十二个月
sehy	死而后已
uejp	十二金牌
seln	酸儿辣女
uemv	神而明之
uepd	生而平等
uery	室迩人远
ueue	说二是二
uess	十二三岁
ueux	十二生肖
sewd	萨尔瓦多
sewh	死而无憾|死而无悔
uewr	生而为人
sewy	塞尔维亚
ueyf	十二月份
ueyn	生儿育女
uevv	生而知之
sfbm	四方八面
ufbs	伤风败俗
ufbz	上方不足
