he	他|氦
nondescriptly	无特色地
nondestructive	非破坏性
nondestructively	非破坏性地
nondeterminacy	不确定性
nondeterminate	不确定的
nondeterminately	不确定地
nondeterminism	非确定性
nondeterministic	非确定性的
nondeterministically	非确定性地
nondirectional	无方向性
nondirective	非指导性
nondisjunction	不分离
nondistinctive	无区别性
none	无
noneffective	无效的
nonego	非自我
nonelastic	非弹性
nonelectronic	非电子
nonempty	非空
nonentanglement	无纠缠
nonentity	无足轻重
nonessential	非必需
nonesuch	无与伦比
nonet	九重奏
nonetheless	尽管如此
nonexistence	不存在
nonexistent	不存在
nonextensible	不可扩展
nonfeasance	不作为
nonfiction	非虚构
nonflammable	不易燃
nonfulfillment	未履行
nonfunctional	非功能
nongovernmental	非政府
nonhuman	非人类
nonidempotent	非幂等
noninductive	非感应
noninteracting	非交互
noninterference	不干涉
noninterleaved	非交错
nonintervention	不干预
nonintrusive	非侵入
nonintuitive	非直观
noninverting	非反相
nonius	游标
nonjuring	不宣誓
nonlethal	非致命
nonlinear	非线性
nonlinearities	非线性
nonlinearity	非线性
nonlinearly	非线性地
nonliving	非生命
nonlocal	非局部
nonlogical	非逻辑
nonluminous	不发光
nonmagnetic	非磁性
nonmaskable	不可屏蔽
nonmathematical	非数学
nonmember	非成员
nonmetal	非金属
nonmetallic	非金属的
nonmilitary	非军事
nonmoral	非道德
nonnative	非本地
nonnatural	非自然
nonnegative	非负
nonnegligible	不可忽略
nonnegotiable	不可协商
nonnuclear	非核
nonnumerical	非数值
nonnutritive	无营养
nonnutritively	无营养地
nonobjective	非客观
nonobservance	不遵守
nonofficial	非官方
nonogenarian	九十多岁
nonorthogonal	非正交
nonorthogonality	非正交性
nonosecond	纳秒
nonparticipating	不参与
nonparty	无党派
nonpayment	未支付
nonperformance	不履行
nonperiodic	非周期
nonperishable	不易腐
nonpersistent	非持久
nonplus	困惑
nonpolitical	非政治
nonporous	无孔
nonportable	不可携带
nonprocedural	非过程
nonprocedurally	非过程地
nonproductive	非生产
nonprofessional	非专业
nonprofit	非营利
nonprogrammable	不可编程
nonprogrammer	非程序员
nonproliferation	不扩散
nonrandom	非随机
nonrecognition	不承认
nonreliance	不依赖
nonrepresentational	非具象
nonresidence	非居住
nonresident	非居民
nonresistance	不抵抗
nonresistant	不抵抗的
nonrestrictive	非限制
nonrigid	非刚性
nonscheduled	非预定
nonsectarian	非宗派
nonsegmented	非分段
nonself	非自我
nonsense	胡话
nonsensical	荒谬
nonsequential	非顺序
nonsinusoidal	非正弦
nonsked	非定期航班
nonskid	防滑
nonsmoker	非吸烟者
nonspecialist	非专家
nonspecialists	非专家
nonstandard	非标准
nonstarter	无望者
nonstop	直达
nonsuit	驳回
nonsupport	不抚养
nonsynchronous	非同步
nontariff	非关税
nontechnical	非技术性
nonterminal	非终端
nonterminals	非终端
nonterminating	不终止
nontermination	不终止
nonthermal	非热
nonthreatening	无威胁
nontraditional	非传统
nontransparent	不透明
nontrivial	非平凡
nonuniform	不均匀
nonuniformity	不均匀性
nonunion	非工会
nonuser	非用户
nonverbal	非言语
nonverbally	非言语地
nonviable	不可行
nonviolence	非暴力
nonviolent	非暴力
nonvoter	非选民
nonwhite	非白人
nonzero	非零
noodle	面条
noodles	面条
nook	角落
nooks	角落
noon	中午
noonday	正午
nooning	午休
noons	中午
noontide	正午
noontime	正午
noop	无操作
noose	套索
nop	无操作
nope	不
nor	也不
nora	诺拉
norah	诺拉
nord	北方
nordhoff	诺德霍夫
nordic	北欧的
nordstrom	诺德斯特龙
noreen	诺琳
norfolk	诺福克
noria	水车
norm	标准
norma	诺玛
normal	正常
normalcy	常态
normalise	正常化
normaliser	正常化器
normality	正常性
normalization	正常化
normalize	正常化
normalized	正常化的
normalizer	正常化器
normalizes	正常化
normalizing	正常化
normally	通常
normals	正常值
norman	诺曼
normandy	诺曼底
normanization	诺曼化
normanizations	诺曼化
normanize	诺曼化
normanizer	诺曼化器
normanizers	诺曼化器
normanizes	诺曼化
normans	诺曼人
normative	规范的
norms	规范
norn	诺恩
norris	诺里斯
norristown	诺里斯敦
norse	挪威的
norseman	挪威人
north	北
northampton	北安普顿
northamptonshire	北安普顿郡
northbound	北行
northeast	东北
northeaster	东北风
northeastern	东北的
northeastward	向东北
northeastwardly	向东北地
northerly	北的
northern	北方的
northerner	北方人
northerners	北方人
northernly	北方地
northernmost	最北的
northfield	诺斯菲尔德
northing	北向
northrop	诺斯罗普
northrup	诺斯拉普
northumberland	诺森伯兰
northward	向北
northwardly	向北地
northwards	向北地
northwest	西北
northwester	西北风
northwestern	西北的
norton	诺顿
norwalk	诺沃克
norway	挪威
norwegian	挪威的
norwich	诺里奇
norwood	诺伍德
nos	鼻
nose	鼻子
noseband	鼻带
nosebleed	鼻血
nosed	有鼻的
nosegay	花束
nosepiece	鼻片
noses	鼻子
nosewheel	鼻轮
nosh	小吃
nosily	好打听地
nosiness	好打听
nosing	鼻饰
nosology	疾病分类学
nostalgia	怀旧
nostalgic	怀旧的
nostradamus	诺查丹玛斯
nostrand	诺斯特兰德
nostril	鼻孔
nostrils	鼻孔
nostrum	秘方
nosy	好打听的
not	不
notability	显要
notable	显著的
notables	显要
notably	显著地
notarial	公证的
notarise	公证
notarization	公证
notarize	公证
notarized	已公证
notarizes	公证
notarizing	公证中
notary	公证员
notate	标记
notation	标记法
notational	标记的
notations	标记法
notch	凹口
notched	有凹口的
notches	凹口
notching	开凹口
note	笔记
notebook	笔记本
notebooks	笔记本
noted	著名的
notehead	音符头
notepad	记事本
notepaper	便条纸
notes	笔记
noteworthily	显著地
noteworthy	值得注意的
nothing	无
nothingness	虚无
nothings	琐事
notice	通知
noticeable	明显的
noticeably	明显
noticed	注意到
notices	通知
noticing	注意
notifiable	需报告的
notification	通知
notifications	通知
notified	已通知
notifier	通知者
notifiers	通知者
notifies	通知
notify	通知
notifying	通知中
noting	注意
notion	概念
notion ai	notion ai
notional	名义的
notions	概念
notochord	脊索
notoriety	恶名
notorious	臭名昭著
notoriously	臭名昭著地
notre	圣母
not safe for work	不适合工作
not suitable for work	不适合工作
nottingham	诺丁汉
nottinghamshire	诺丁汉郡
notwithstanding	尽管
nouakchott	努瓦克肖特
nougat	牛轧糖
nought	零
noumenal	本体
noumenon	本体
noun	名词
nouns	名词
nourish	滋养
nourished	滋养的
nourishement	滋养
nourishes	滋养
nourishing	滋养的
nourishment	滋养
nous	理智
nouveau	新潮
nov	十一月
nov.	十一月
nova	新星
novak	诺瓦克
novel	小说
novelai	小说ai
novelette	短篇小说
novelise	改编小说
novelist	小说家
novelistic	小说的
novelists	小说家
novelize	改编小说
novell	诺维尔
novella	中篇小说
novels	小说
novelties	新奇事物
novelty	新奇
november	十一月
novembers	十一月
novena	九日祈祷
novice	新手
novices	新手
novitiate	见习期
novosibirsk	新西伯利亚
now	现在
nowadays	现今
nowcasting	即时预报
nowhere	无处
nowise	绝不
nox	夜之女神
noxious	有害的
noyes	诺伊斯
nozzle	喷嘴
npc	非玩家角色
non-player character	非玩家角色
node package manager	node包管理器
.npmrc	npm配置文件
nsfw	不宜工作
not safe for work	不宜工作
not suitable for work	不宜工作
nss	网络安全服务
microsoft ntfs	微软ntfs
new technology file system	新技术文件系统
nth	第n个
ntr	牛头人
nu	新
nuance	细微差别
nuances	细微差别
nub	要点
nubbin	小瘤
nubble	小块
nubbly	多瘤的
nubia	努比亚
nubian	努比亚人
nubile	适婚的
nubility	适婚性
nuclear	核的
nucleate	成核
nuclei	核
nucleic	核的
nucleolus	核仁
nucleon	核子
nucleonics	核子学
nucleoplasm	核质
nucleoprotein	核蛋白
nucleotide	核苷酸
nucleotides	核苷酸
nucleus	核心
nuclide	核素
nude	裸体
nudes	裸体
nudge	轻推
nudged	轻推
nudie	裸体照片
nudism	裸体主义
nudist	裸体主义者
nudists	裸体主义者
nudity	裸体
nudnik	讨厌鬼
nuevo	新
nugatory	无效的
nugent	纽金特
nugget	金块
nuggets	金块
nuisance	滋扰
nuisances	滋扰
nuke	核武器
null	无效
nullary	零元的
nulled	已作废的
nullification	废除
nullified	已废除的
nullifiers	废除者
nullifies	废除
nullify	废除
nullifying	废除中
nullity	无效状态
nulls	无效
numb	麻木的
numbed	麻木的
number	数字
numbered	已编号的
numberer	编号者
numbering	编号中
numberless	无数的
numbers	数字
numbing	麻木的
numbly	麻木地
numbness	麻木
numbs	使麻木
numen	守护神
numerable	可数的
numeral	数字
numerals	数字
numerary	数字的
numerate	数数
numeration	计数
numerator	分子
numerators	分子
numeric	数字的
numerical	数字的
numerically	数字上
numerics	数字
numerous	许多的
numinous	神圣的
numismatic	钱币的
numismatics	钱币学
numismatist	钱币学家
numlock	数字锁定
nummular	钱币状的
numskull	笨蛋
nun	修女
nunavut	努纳武特
nuncio	教廷大使
nuncupative	口述
nunnery	女修道院
nuns	修女
nuptial	婚礼
nurse	护士
nursed	护理
nursemaid	保姆
nurseries	苗圃
nursery	托儿所
nurserymaid	保育员
nurses	护士
nursing	护理
nursling	婴儿
nurturance	养育
nurture	培养
nurtured	培养
nurtures	培养
nurturing	培养
nut	坚果
nutate	点头
nutation	点头
nutcracker	胡桃夹子
nutcrackers	胡桃夹子
nutgall	五倍子
nuthatch	䴓
nutlet	小坚果
nutmeat	果仁
nutmeg	肉豆蔻
nutpick	坚果签
nutria	河狸鼠
nutrient	营养物
nutrients	营养物
nutriment	营养品
nutrimental	营养的
nutrition	营养
nutritional	营养的
nutritionally	营养上
nutritionist	营养师
nutritious	有营养的
nutritive	滋养的
nuts	坚果
nutshell	坚果壳
nutshells	坚果壳
nutted	拧紧
nutten	坚果
nutty	古怪的
nuxt	nuxt框架
nuzzle	依偎
nvalt	nvalt软件
nveil	揭露
nvidia	英伟达
nvim	neovim编辑器
nvm	节点版本管理器
node version manager	节点版本管理器
nvme	非易失性内存主机控制器接口规范
nybble	半字节
nyc	纽约市
nyctalopia	夜盲症
nylon	尼龙
nylons	尼龙袜
nymph	仙女
nymphal	若虫的
nymphlike	仙女般的
nympholepsy	仙女狂
nympholept	仙女狂者
nymphomania	慕男狂
nymphomaniac	慕男狂者
nymphs	仙女
nyquist	奈奎斯特
nyse	纽交所
nystagmic	眼震的
nystagmus	眼震
nystatin	制霉菌素
o'brien	奥布莱恩
o'clock	点钟
o'connell	奥康奈尔
o'connor	奥康纳
o'dell	奥德尔
o'donnell	奥唐奈
o'dwyer	奥德怀尔
o'er	越过
o'hare	奥黑尔
o'leary	奥利里
o'neill	奥尼尔
o'reilly	奥赖利
o'shea	奥谢
o'sullivan	奥沙利文
oo	线上线下
oa	办公自动化
oaf	蠢人
oafish	笨拙的
oahu	瓦胡岛
oak	橡树
oaken	橡木的
oakland	奥克兰
oaklet	小橡树
oakley	奥克利
oakmont	奥克蒙特
oaks	橡树
oakum	麻絮
oakwood	橡木
oar	桨
oarage	划桨
oars	桨
oarsman	桨手
oases	绿洲
oasis	绿洲
oast	烘炉
oat	燕麦
oatcake	燕麦饼
oaten	燕麦的
oath	誓言
oaths	誓言
oatmeal	燕麦片
oats	燕麦
obbligato	助奏
obdurability	顽固
obduracy	顽固
obdurate	顽固的
obeah	巫术
obedience	服从
obediences	服从
obedient	顺从
obediently	顺从地
obeisance	敬礼
obelisk	方尖碑
oberlin	奥伯林
oberon	奥伯龙
obese	肥胖的
obesity	肥胖
obey	服从
obeyed	服从了
obeyient	顺从的
obeying	服从
obeys	服从
obfuscate	混淆
obfuscation	混淆
obfuscatory	混淆的
obi	腰带
obituarese	讣告体
obituaries	讣告
obituary	讣告
object	物体
objected	反对了
objectify	物化
objecting	反对
objection	反对
objectionable	讨厌的
objections	反对
objective	客观的
objective-c	objective-c
objectively	客观地
objectives	目标
objector	反对者
objectors	反对者
objects	物体
objurgate	斥责
objurgation	斥责
oblate	扁圆的
oblation	祭品
oblatory	献祭的
obligate	使有义务
obligated	有义务的
obligation	义务
obligations	义务
obligatory	强制性的
oblige	迫使
obliged	感激的
obligee	债权人
obliges	迫使
obliging	乐于助人的
obligingly	亲切地
obligor	债务人
oblique	斜的
obliquely	倾斜地
obliqueness	倾斜
obliquitous	倾斜的
obliquity	倾斜
obliterate	抹去
obliterated	被抹去的
obliterates	抹除
obliterating	抹除
obliteration	抹除
oblivion	遗忘
oblivious	健忘
obliviously	健忘地
obliviousness	健忘
oblong	椭圆形
obloquy	辱骂
obmutescence	沉默
obnoxious	讨厌
oboe	双簧管
oboist	双簧管手
obol	奥波尔
obscene	淫秽
obscenity	淫秽
obscur	模糊
obscurant	蒙昧主义者
obscurantism	蒙昧主义
obscuration	遮蔽
obscure	模糊
obscured	模糊
obscurely	模糊地
obscurer	更模糊
obscures	模糊
obscuring	模糊
obscurities	模糊
obscurity	模糊
obsecration	恳求
obsequies	葬礼
obsequious	谄媚
observability	可观测性
observable	可观测的
observably	明显地
observance	遵守
observances	遵守
observant	观察力强的
observation	观察
observations	观察
observatory	天文台
observe	观察
observed	观察到的
observer	观察者
observers	观察者
observes	观察
observing	观察
obsess	沉迷
obsessed	沉迷的
obsession	痴迷
obsessions	痴迷
obsessive	痴迷的
obsidian	黑曜石
obsolescence	过时
obsolescent	过时的
obsolete	过时的
obsoleted	过时的
obsoletes	过时的
obsoleting	过时的
obstacle	障碍
obstacles	障碍
obstetric	产科
obstetrician	产科医生
obstetrics	产科学
obstinacy	固执
obstinate	固执的
obstinately	固执地
obstreperous	喧闹的
obstruct	阻碍
obstructed	受阻的
obstructing	阻碍的
obstruction	障碍
obstructions	障碍物
obstructive	阻碍的
obstructor	阻碍者
obtain	获得
obtainable	可获得的
obtainably	可获得地
obtained	获得的
obtaining	获得
obtains	获得
obtest	恳求
obtestation	恳求
obtrude	强加
obtrusion	强加
obtrusive	冒失的
obtund	使迟钝
obtuse	迟钝的
obverse	正面
obversion	翻转
obvert	翻转
obviate	避免
obviated	避免
obviates	避免
obviating	避免
obviation	避免
obviations	避免
obvious	明显
obviously	显然
obviousness	明显性
objective-c	objective-c
ocarina	陶笛
occam	奥卡姆
occasion	场合
occasional	偶尔
occasionally	偶尔
occasioned	引起
occasioning	引起
occasionings	场合
occasions	场合
occident	西方
occidental	西方的
occidentalization	西方化
occidentalizations	西方化
occidentalize	西方化
occidentalized	西方化
occidentalizes	西方化
occidentalizing	西方化
occidentals	西方人
occipital	枕骨
occiput	枕部
occlude	阻塞
occluded	阻塞的
occludes	阻塞
occlusion	阻塞
occlusions	阻塞
occlusive	闭塞的
occult	神秘的
occultation	掩星
occultism	神秘学
occupancies	占用
occupancy	占用
occupant	占用者
occupants	占用者
occupation	职业
occupational	职业的
occupationally	职业上
occupations	职业
occupied	占用的
occupier	占用者
occupies	占用
occupy	占据
occupying	占据
occur	发生
occurred	发生了
occurrence	发生
occurrences	发生
occurrent	发生的
occurring	发生
occurs	发生
ocean	海洋
oceangoing	远洋
oceania	大洋洲
oceanic	海洋的
oceanid	海洋女神
oceanographer	海洋学家
oceanographic	海洋学的
oceanography	海洋学
oceans	海洋
ocellated	眼斑的
ocelot	豹猫
och	哦
ocher	赭石
ochlocracy	暴民统治
ochlocratic	暴民统治的
ochre	赭色
oconomowoc	奥科诺莫沃克
optical character recognition	光学字符识别
online certificate status protocol	在线证书状态协议
oct.	十月
octad	八元组
octagon	八边形
octagonal	八边形的
octahedra	八面体
octahedral	八面体的
octahedron	八面体
octal	八进制
octan	辛烷值
octane	辛烷
octant	八分仪
octateuch	八经
octave	八度
octaves	八度音
octavia	奥克塔维亚
octavo	八开本
octet	八重奏
octets	八位组
october	十月
octobers	十月
octocat	章鱼猫
octogenarian	八十岁老人
octonarian	八进制
octonary	八进制
octopus	章鱼
octoroon	八分之一混血
octploid	八倍体
ocular	目镜
oculist	眼科医生
oculomotor	动眼神经
od	奥德
odd	奇数
oddball	怪人
odder	更奇怪
oddest	最奇怪
oddish	有点奇怪
oddities	怪事
oddity	怪事
oddly	奇怪地
oddment	零头
oddness	古怪
odds	几率
ode	颂歌
oder	气味
oderberg	奥得贝格
oderbergs	奥得贝格
odes	颂歌
odessa	敖德萨
odic	颂歌的
odin	奥丁
odious	可憎的
odiously	可憎地
odiousness	可憎
odium	憎恨
odometer	里程表
odor	气味
odorant	加香剂
odoriferous	有气味的
odorless	无味的
odorous	芳香的
odorously	芳香地
odorousness	芳香
odors	气味
odour	气味
odysee	奥德赛
odysseus	奥德修斯
odyssey	奥德赛
oecd	经合组织
oedipal	恋母情结的
oedipally	恋母情结地
oedipus	俄狄浦斯
oem	原始设备制造商
oenology	葡萄酒酿造学
oerlikon	厄利孔
oersted	奥斯特
oesophagus	食道
oestrogen	雌激素
oestrone	雌酮
oestrus	发情期
of	的
off	离开
ofay	白人
ofdr	光频域反射
off-topic	离题的
offal	内脏
offbeat	不寻常的
offenbach	奥芬巴赫
offence	冒犯
offences	冒犯
